age,education_level,gender,race,number_of_children,number_of_household_members,in_poverty_SPM,in_poverty_OPM,material_hardship,health_problem,in_poverty_SPM_y1,in_poverty_OPM_y1,material_hardship_y1,health_problem_y1,in_poverty_SPM_y2,in_poverty_OPM_y2,material_hardship_y2,health_problem_y2,SPM_household_resources,OPM_household_resources,SPM_household_resources_y1,OPM_household_resources_y1,SPM_household_resources_y2,OPM_household_resources_y2,SPM_income_to_needs,SPM_income_to_needs_y1,SPM_income_to_needs_y2,OPM_income_to_needs,OPM_income_to_needs_y1,OPM_income_to_needs_y2,faca,fach,facp
47,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,2,4,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,131623,150000,90712,81484,130001,161653,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,3710,1855,7420
48,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,55928,80000,67215,95986,54577,85000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1745,1745,1745
55,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,1. Yes,1,0,0,1. Yes,1,25705,14952,29064,13764,23100,12588,2. 100%-200%,2,2,2. 100%-200%,2. 100%-200%,2. 100%-200%,1825,1825,1825
49,1. Less than HS,1. Female,5. Hispanic,2,5,1. Yes,1,0. No,0. No,0,0,1. Yes,0,1,1,1. Yes,0,36726,25857,63567,55200,34645,22648,1. Less than 100%,2,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,20348,6783,33915
44,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,327339,335000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8939,4470,13410
59,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,1,1,1. Yes,1,1,1,1. Yes,1,31093,20560,10011,10872,10215,11076,3. 200%-300%,1,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,8683,8683,8683
65,2. HS graduate or GED,0. Male,5. Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,0,1. Yes,1,1,0,,1,36705,32360,33899,21158,13758,13999,2. 100%-200%,2,1,3. 200%-300%,2. 100%-200%,2. 100%-200%,12134,6067,12134
51,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,1,3,1. Yes,0,0. No,0. No,,,,,0,0,,0,24202,24000,,,71180,76224,1. Less than 100%,4,3,2. 100%-200%,4. 300%+,4. 300%+,17650,8825,26475
66,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,0. No,0,0,0,0. No,0,423891,600000,58540,53700,33484,28384,4. 300%+,4,3,4. 300%+,4. 300%+,3. 200%-300%,2299,2299,2299
53,3. Some college or associat's degree,0. Male,4. Other / MultiRacial,0,4,1. Yes,1,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,20179,19200,81469,65000,66301,72000,1. Less than 100%,3,2,1. Less than 100%,3. 200%-300%,3. 200%-300%,9853,2463,9852
67,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,88054,117745,42576,54400,61298,74400,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,11443,11443,11443
58,3. Some college or associat's degree,1. Female,5. Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,0,1. Yes,0,23299,27000,176630,179814,33602,37000,2. 100%-200%,4,1,2. 100%-200%,4. 300%+,2. 100%-200%,5023,2512,5024
31,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,49314,74000,50433,75000,53301,78000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8047,8047,8047
55,2. HS graduate or GED,1. Female,5. Hispanic,1,2,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,1,1. Yes,1,123137,109864,51009,30357,9745,3972,4. 300%+,3,1,4. 300%+,2. 100%-200%,1. Less than 100%,3076,3076,6152
37,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,2,4,0. No,1,1. Yes,0. No,,,,,,,,,33005,16500,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4239,2120,8480
52,1. Less than HS,1. Female,5. Hispanic,2,4,0. No,1,0. No,0. No,,,,,,,,,32343,12487,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,11037,5518,22072
80,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,136870,154151,100357,101857,129195,129495,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,7658,3829,7658
67,3. Some college or associat's degree,0. Male,5. Hispanic,0,1,0. No,0,0. No,1. Yes,0,1,1. Yes,1,0,1,0. No,1,25077,18000,22066,14000,26420,15000,2. 100%-200%,2,2,2. 100%-200%,1. Less than 100%,1. Less than 100%,3024,3024,3024
87,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,1,0. No,1,1. Yes,0. No,0,1,0. No,0,0,1,0. No,0,19298,9600,18299,0,21734,9600,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,16385,16385,16385
35,3. Some college or associat's degree,0. Male,5. Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,0,0,,0,30038,40000,,,204867,269562,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,37212,37212,37212
58,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,19688,19000,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,6067,6067,6067
35,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,1,3,1. Yes,0,0. No,0. No,0,0,0. No,0,,,,,24815,40000,37311,53795,,,1. Less than 100%,2,4,3. 200%-300%,3. 200%-300%,4. 300%+,3824,1912,5736
70,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,1,4,1. Yes,0,1. Yes,1. Yes,0,0,0. No,1,,,,,23017,35000,79184,73000,,,1. Less than 100%,3,4,2. 100%-200%,3. 200%-300%,4. 300%+,37212,12404,49616
18,3. Some college or associat's degree,1. Female,3. Asian Non-Hispanic,1,5,1. Yes,0,0. No,0. No,,,,,,,,,38504,44530,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,37212,9303,46515
27,2. HS graduate or GED,0. Male,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,35561,27050,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,16159,8080,24240
25,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,1. Yes,1,0. No,0. No,1,1,0. No,0,1,1,0. No,0,10596,8396,3581,3581,14173,0,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,3589,1794,3588
44,2. HS graduate or GED,0. Male,5. Hispanic,2,5,0. No,0,0. No,0. No,0,0,,0,,,,,104140,98000,139368,173809,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,13860,4620,23100
25,4. Bachelor's degree or more,1. Female,5. Hispanic,0,3,1. Yes,0,1. Yes,1. Yes,0,0,1. Yes,1,0,0,1. Yes,1,29755,32000,38626,30000,66071,62000,1. Less than 100%,2,3,2. 100%-200%,2. 100%-200%,4. 300%+,8006,2669,8007
55,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,0,1. Yes,1,,,,,20529,9576,40506,27600,,,2. 100%-200%,3,4,1. Less than 100%,3. 200%-300%,4. 300%+,914,914,914
68,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,1,1. Yes,0. No,0,1,0. No,1,0,1,0. No,1,21281,11000,20635,9720,20047,9960,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,3638,3638,3638
36,3. Some college or associat's degree,1. Female,4. Other / MultiRacial,2,3,0. No,0,0. No,1. Yes,0,0,1. Yes,1,0,0,1. Yes,0,158247,181076,201635,222650,50700,79469,4. 300%+,4,2,4. 300%+,4. 300%+,4. 300%+,2390,2390,7170
75,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,276245,300000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1019,1019,1019
40,2. HS graduate or GED,1. Female,5. Hispanic,2,5,0. No,0,0. No,0. No,,,,,0,0,1. Yes,0,215660,206414,,,39905,22226,4. 300%+,4,3,4. 300%+,4. 300%+,2. 100%-200%,3670,1223,6115
41,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,57366,90000,82246,118000,149300,205486,2. 100%-200%,3,4,4. 300%+,4. 300%+,4. 300%+,7780,3890,15560
61,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,0,1. Yes,1,0,1,1. Yes,1,20127,9420,233245,219696,24080,10307,2. 100%-200%,4,2,1. Less than 100%,4. 300%+,1. Less than 100%,2927,2927,2927
44,3. Some college or associat's degree,1. Female,5. Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,256732,300000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,660,330,1320
60,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,0,3,1. Yes,0,1. Yes,0. No,0,0,0. No,0,,,,,21921,20000,60231,47000,,,1. Less than 100%,2,4,2. 100%-200%,4. 300%+,4. 300%+,3403,1134,3402
75,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,46069,47769,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,7199,7199,7199
45,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,2,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,43247,53095,38876,52000,37178,53000,2. 100%-200%,2,2,3. 200%-300%,4. 300%+,4. 300%+,1727,1727,5181
45,2. HS graduate or GED,0. Male,5. Hispanic,0,4,0. No,0,1. Yes,1. Yes,,,,,,,,,57969,50151,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,6166,1542,6168
75,1. Less than HS,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,0. No,1,0,1,0. No,1,36217,25257,46361,43577,23648,8784,3. 200%-300%,4,2,3. 200%-300%,4. 300%+,1. Less than 100%,5799,5799,5799
55,2. HS graduate or GED,1. Female,5. Hispanic,0,2,0. No,0,0. No,1. Yes,0,0,1. Yes,1,0,0,0. No,1,140110,151976,48939,61900,26088,40000,4. 300%+,3,2,4. 300%+,4. 300%+,4. 300%+,20463,10232,20464
35,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,4,6,1. Yes,1,0. No,0. No,1,1,0. No,0,1,1,0. No,0,31710,10917,7221,0,11234,733,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,2997,1498,8988
70,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,59880,60000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4808,2404,4808
50,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,0. No,0,36218,40211,38140,42000,35295,44819,3. 200%-300%,3,3,4. 300%+,4. 300%+,4. 300%+,4204,4204,4204
24,2. HS graduate or GED,1. Female,5. Hispanic,1,2,1. Yes,1,1. Yes,0. No,0,1,0. No,0,0,0,1. Yes,0,14941,2200,25875,18000,62631,63597,1. Less than 100%,2,2,1. Less than 100%,1. Less than 100%,3. 200%-300%,1324,1324,2648
25,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,1,1. Yes,1,0. No,0. No,,,,,,,,,0,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,13490,13490,13490
56,2. HS graduate or GED,1. Female,1. White Non-Hispanic,2,5,0. No,0,0. No,0. No,,,,,,,,,73102,104600,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,12768,4256,21280
37,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,178033,216232,84634,132000,114125,174365,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5875,2938,5876
76,1. Less than HS,1. Female,5. Hispanic,0,1,1. Yes,1,0. No,0. No,,,,,,,,,6183,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,10672,10672,10672
23,3. Some college or associat's degree,0. Male,4. Other / MultiRacial,0,1,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,24048,30000,55407,63858,48261,55605,2. 100%-200%,4,2,3. 200%-300%,3. 200%-300%,2. 100%-200%,1995,1995,1995
76,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,1. Yes,,,,,,,,,48978,38262,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5872,5872,5872
48,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,85006,130000,88975,135000,91553,145000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5545,5545,5545
57,1. Less than HS,1. Female,5. Hispanic,0,2,0. No,0,0. No,1. Yes,0,0,1. Yes,1,0,1,1. Yes,1,30012,15552,44263,40173,27255,9678,2. 100%-200%,3,2,2. 100%-200%,3. 200%-300%,1. Less than 100%,4278,2139,4278
59,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,1,0. No,1,1. Yes,0. No,0,0,1. Yes,1,0,1,,1,20541,11546,65284,75024,21884,520,2. 100%-200%,4,2,1. Less than 100%,4. 300%+,1. Less than 100%,912,912,912
39,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,1. Yes,0,0. No,0. No,,,,,,,,,22836,32000,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,2003,1002,3006
78,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,212897,324000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,12960,6480,12960
60.79496731,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,,,,,,,,,41808,51213,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,16478,16478,16478
62,1. Less than HS,1. Female,4. Other / MultiRacial,1,4,1. Yes,1,1. Yes,0. No,,,,,,,,,13213,21320,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4498,1499,5996
28,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,60012,85000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,14533,7266,14532
91,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,117471,108196,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4742,2371,4742
43,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,91970,136906,261849,429359,187842,310316,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1914,1914,1914
69,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,81569,81529,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3852,1926,3852
61,2. HS graduate or GED,1. Female,5. Hispanic,0,2,1. Yes,1,1. Yes,1. Yes,0,0,1. Yes,1,0,0,1. Yes,1,4674,4096,90417,92293,67327,65594,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1368,684,1368
49,4. Bachelor's degree or more,0. Male,5. Hispanic,1,4,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,192857,235000,167904,194858,231246,278787,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,0,0,0
57,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,4,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,0. No,0,122723,171200,102556,150035,152712,235933,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,32276,8069,32276
74,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,1,0,0,0. No,1,33663,40000,16800,18000,14800,16800,3. 200%-300%,2,2,4. 300%+,2. 100%-200%,2. 100%-200%,6788,6788,6788
80,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,3,0. No,0,0. No,1. Yes,0,0,,0,,,,,113890,116890,308919,388055,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1805,602,1806
46,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,126794,205000,73711,115000,78801,264898,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9435,4718,9436
69,4. Bachelor's degree or more,1. Female,5. Hispanic,0,2,0. No,0,0. No,1. Yes,1,0,0. No,0,0,0,1. Yes,0,45236,48236,20462,24000,61400,62400,3. 200%-300%,1,3,4. 300%+,2. 100%-200%,4. 300%+,5778,2889,5778
72,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,0. No,0,0,0,0. No,0,423891,600000,18624,17748,64047,63360,4. 300%+,2,4,4. 300%+,2. 100%-200%,4. 300%+,5468,5468,5468
43,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,1,2,0. No,0,0. No,0. No,,,,,,,,,26149,30200,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,18946,18946,37892
33,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,1. Yes,0,125052,178703,87628,106944,196960,334688,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,15699,7850,31400
55,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,392661,600000,216584,308939,189670,278819,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9904,4952,9904
43,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,1,1,0,0. No,0,55182,80000,86262,123000,0,297529,4. 300%+,4,1,4. 300%+,4. 300%+,4. 300%+,5545,5545,5545
26,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,1,5,1. Yes,0,1. Yes,0. No,,,,,,,,,39670,37726,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,19253,4813,24065
53,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,1,0. No,1,0,0,0. No,1,19152,8400,21273,7586,26005,13645,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,2. 100%-200%,1685,1685,1685
30,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,0. No,1,0,0,0. No,0,64425,76001,64585,81371,43905,49398,4. 300%+,4,3,4. 300%+,4. 300%+,4. 300%+,2445,1222,2444
27,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,1,0,0. No,0,58106,78011,26856,25000,14361,20000,4. 300%+,2,1,4. 300%+,3. 200%-300%,2. 100%-200%,1786,1786,1786
49,1. Less than HS,1. Female,4. Other / MultiRacial,2,4,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,42582,35300,51278,29000,55781,49392,2. 100%-200%,2,2,2. 100%-200%,2. 100%-200%,3. 200%-300%,3480,1740,6960
59,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,1,0,,0,0,0,1. Yes,0,57641,73466,19661,27472,69916,97675,3. 200%-300%,1,4,4. 300%+,2. 100%-200%,4. 300%+,9598,4799,9598
55,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,30834,51479,56383,90000,26244,44000,3. 200%-300%,4,2,4. 300%+,4. 300%+,4. 300%+,2528,2528,2528
21,2. HS graduate or GED,1. Female,5. Hispanic,2,5,0. No,0,0. No,0. No,1,1,1. Yes,1,0,0,0. No,1,41224,35000,25253,3176,63564,42776,2. 100%-200%,1,2,2. 100%-200%,1. Less than 100%,2. 100%-200%,3601,1200,6000
74,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,31573,27537,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,0,0,0
40,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,31690,47881,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,13650,6825,20475
81,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,0. No,0. No,0,0,0. No,0,0,0,0. No,0,6619,0,32599,16800,32708,29208,1. Less than 100%,3,3,1. Less than 100%,2. 100%-200%,3. 200%-300%,4865,4865,4865
35,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,3,0. No,0,1. Yes,0. No,0,0,1. Yes,0,,,,,79152,115000,56338,70000,,,3. 200%-300%,2,4,4. 300%+,4. 300%+,4. 300%+,1595,532,1596
26,1. Less than HS,1. Female,2. Black Non-Hispanic,3,4,1. Yes,1,1. Yes,0. No,,,,,,,,,27264,16000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,9179,9179,36716
39,4. Bachelor's degree or more,1. Female,5. Hispanic,0,5,0. No,0,1. Yes,0. No,,,,,,,,,46472,59000,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,1503,301,1505
31,3. Some college or associat's degree,0. Male,5. Hispanic,2,5,0. No,0,0. No,0. No,1,0,0. No,0,,,,,156197,161029,12865,42110,,,4. 300%+,1,4,4. 300%+,3. 200%-300%,4. 300%+,15773,5258,26290
81,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,1,0,0. No,0,77807,77957,42720,42960,18467,18567,4. 300%+,3,1,4. 300%+,4. 300%+,2. 100%-200%,5079,5079,5079
33,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,,,,,115579,193004,90892,107823,,,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,10500,5250,21000
35,1. Less than HS,1. Female,1. White Non-Hispanic,3,5,1. Yes,1,0. No,1. Yes,0,0,0. No,1,1,1,0. No,1,32689,17592,61650,43928,30233,11228,1. Less than 100%,2,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,14011,7006,35030
43,2. HS graduate or GED,0. Male,5. Hispanic,4,6,0. No,0,0. No,0. No,1,0,0. No,0,,,,,62391,50000,29865,33000,,,2. 100%-200%,1,4,2. 100%-200%,3. 200%-300%,4. 300%+,13179,6590,39540
60,1. Less than HS,0. Male,5. Hispanic,1,2,1. Yes,1,1. Yes,1. Yes,0,0,0. No,1,,,,,19541,7840,90951,91148,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4615,4615,9230
18,1. Less than HS,0. Male,2. Black Non-Hispanic,1,3,0. No,0,0. No,0. No,1,1,1. Yes,0,1,1,0. No,0,65847,68898,10469,3925,15882,9619,3. 200%-300%,1,1,4. 300%+,1. Less than 100%,1. Less than 100%,3012,1506,4518
62,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,4,0. No,0,0. No,0. No,,,,,,,,,181721,243523,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9630,2408,9632
28,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,138291,157000,182676,199628,60969,77000,4. 300%+,4,3,4. 300%+,4. 300%+,4. 300%+,2747,916,2748
18,2. HS graduate or GED,0. Male,5. Hispanic,3,6,1. Yes,1,1. Yes,0. No,,,,,,,,,39060,18000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,18786,6262,37572
38,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,1,4,0. No,0,0. No,0. No,,,,,,,,,73807,79344,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,4851,1617,6468
26,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,1,0,1. Yes,0,63980,56855,,,17845,21572,4. 300%+,4,1,4. 300%+,4. 300%+,2. 100%-200%,4325,2162,4324
76,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,29803,32400,,,,,3. 200%-300%,4,4,3. 200%-300%,4. 300%+,4. 300%+,8607,8607,8607
57,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,4,1. Yes,1,1. Yes,1. Yes,1,1,1. Yes,1,1,0,1. Yes,1,29755,13860,29284,9500,46547,37978,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,2. 100%-200%,3964,991,3964
53,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,0,0,0. No,0,,,,,12168,4900,122941,154104,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1936,1936,1936
69,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,1. Yes,1,0. No,1. Yes,,,,,,,,,0,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4311,4311,4311
56,2. HS graduate or GED,1. Female,5. Hispanic,1,3,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,1. Yes,0,63352,89000,66679,98000,74519,115270,3. 200%-300%,3,3,4. 300%+,4. 300%+,4. 300%+,686,343,1029
71,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,48500,50000,128297,132711,94640,95000,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,8420,4210,8420
46,4. Bachelor's degree or more,0. Male,4. Other / MultiRacial,3,5,0. No,0,0. No,0. No,,,,,,,,,334027,400000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1291,646,3230
50,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,1. Yes,0,0. No,0. No,,,,,,,,,3580,19200,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,10671,10671,10671
