subject_id,q5a1,q5a2,q5a3_1,q5a3_2,q5a3_3,q5a3_4,q5a3_5,q5a3_6,q5a3_7,q5a3_8,q5a4_1,q5a4_2,q5a4_3,q5a4_4,q5a4_5,q5a4_6,q5a4_7,q5a4_8,q5a4_9,q5a4_10,q5a4_11,q5a5,q5a6,q5a7,q5a7x,q5a8,q5a9,q5a10,q5a11,q5a12,q5a14,q5b1,q5b2,q5b2x,q5b3,q5b3x,q5b4,q5b5,q5b5x,q5b6,q5b6x,q5c1,q5c1a,q5c1x,q5c2,q5c2a,q5c2x,q5c3,q5c3a,q5c3x,q5c4,q5c4a,q5c4x,q5c5,q5c5a,q5c5x,q5c6,q5c6a,q5c6x,q5c7,q5c7a,q5c7x,q5c8,q5c8a,q5c8x,q5c9,q5c9a,q5c9x,q5c10,q5c10a,q5c10x,q5c11,q5c11a,q5c11x,q5c12,q5c12a,q5c12x,q5c13,q5c13a,q5c13x,q5c14,q5c14a,q5c14x,q5c15,q5c15a,q5c15x,q5c16,q5c16a,q5c16x,q5c17,q5c17a,q5c17x,q5c18,q5c18a,q5c18x,q5c19,q5c19a,q5c19x,q5c20,q5c20a,q5c20x,q5c21,q5c21a,q5c21x,q5c22,q5c22a,q5c22x,q5c23,q5c23a,q5c23x,q5c24,q5c24a,q5c24x,q5c25_1,q5c25_1a,q5c25_1x,q5c25_2,q5c25_2a,q5c25_2x,q5c25_3,q5c25_3a,q5c25_3x,q5c25_4,q5c25_4a,q5c25_4x,q5c25_5,q5c25_5a,q5c25_5x
78,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,1,1,"House sold, dont know where she is going to leave, leave of abscence in job",3,0,0,0,2,4,,,,,,,,,,,1,,50,1,,40,2,,10,2,,20,2,,50,2,,20,2,,200,2,,15,4,,,2,,25,4,,,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,10,4,,,4,,,2,,125,2,,35,4,,,1,INTERNET CAFE,10,,,,,,,,,,,,
79,3,0,1,0,0,0,0,1,,,0,0,1,0,0,0,1,0,0,1,0,0,0,,,2,0,0,1,2,3,,1,,,,3,1,750,,,1,,120,1,,70,4,,,2,,200,4,,,1,,35,4,,,2,,70,4,,,4,,,4,,,3,,600,98,2,,4,,,,,,,,,4,,,4,,,2,,100,3,,2000,4,,,4,,,4,,,1,,60,1,LOTTERY TICKETS,35,,,,,,,,,,,,
80,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,0,0,0,3,4,1,,,1,2000,,,,,,4,,,2,,100,4,,,2,,150,2,,70,2,,30,3,,6600,2,,200,2,,150,3,,1000,4,,,3,,75,2,,150,4,,,,,,,,,4,,,4,,,2,,200,3,,7000,4,,,4,,,2,,100,2,,40,,,,,,,,,,,,,,,
81,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,,,1,,100,1,,40,4,,,2,,100,1,,30,1,,10,2,,100,2,,140,2,,40,4,,,4,,,4,,,1,,5,4,,,,,,,,,2,,300,2,,500,4,,,4,,,4,,,2,,240,4,,,4,,,2,RENT,700,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,2,5,,,,,,,,,,,98,1,,98,1,,4,,,98,98,,2,,30,98,98,,4,,,2,,50,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,4,,,4,,,3,,50,3,,1000,4,,,2,,20,4,,,4,,,,,,,,,,,,,,,,,
85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,97,,,,,,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,4,,,3,,40000,4,,,4,,,97,97,,97,97,,97,97,,2,,150,98,5,,98,5,,,,,,,,,,,,,,,,
86,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,1,1,3,,,,,,,,,98,,2,,600,4,,,4,,,3,,400,2,,100,98,2,,98,3,,2,,80,2,,100,4,,,4,,,4,,,2,,30,2,,305,,,,,,,3,,600,4,,,2,,50,4,,,4,,,3,,1400,2,,40,4,,,,,,,,,,,,,,,,,
87,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,2,3,,,,,,,,,1,1200,1,,80,1,,50,2,,30,98,5,,1,,12,98,3,,2,,150,2,,100,2,,50,4,,,3,,600,2,,25,2,,100,4,,,4,,,3,,3500,4,,,4,,,2,,100,3,,3000,4,,,2,,80,3,,100,2,,20,2,NO RESPONSE,1,2,NO RESPONSE,2,2,NO RESPONSE,1,2,NO RESPONSE,1,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,1,3000,2,,1300,2,,1200,2,,400,2,,100,2,,200,2,,200,4,,,2,,100,2,,200,4,,,4,,,3,,100,2,,200,4,,,,,,,,,2,,100,4,,,2,,100,3,,1000,4,,,3,,100,3,,300,4,,,3,PETS,500,,,,,,,,,,,,
94,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,corte conlos anteriores jefes del año pasado,3,0,0,0,3,3,,,,,,,1,980,,,97,2,,97,,,97,1,,97,6,,97,3,,97,2,,97,6,,97,6,,97,7,,97,7,,97,3,,97,5,,97,3,,4,,,,,,,,,97,3,,4,,,97,2,,97,7,,4,,,4,,,4,,,97,2,,3,GIFTS,1500,1,TORTUGAS 2,15,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,,,2,0,0,1,1,3,,1,,,,1,,,1,1084,2,,400,98,9,,4,,,3,,400,2,,200,2,,300,2,,200,2,,200,2,,200,4,,,2,,200,2,,300,4,,,4,,,4,,,4,,,4,,,4,,,3,,500,4,,,4,,,2,,300,4,,,4,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,1,0,3,2,,,,,,,,,,,2,,150,2,,50,2,,30,3,,1000,2,,30,2,,80,2,,80,2,,100,2,,130,4,,,4,,,4,,,2,,30,4,,,,,,,,,3,,2000,4,,,2,,50,4,,,4,,,2,,20,4,,,2,,120,,,,,,,,,,,,,,,
99,3,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,Extended work hours ,3,0,1,0,1,3,,,,,,,,,,,98,1,,1,,40,1,,10,3,,100,2,,50,2,,50,4,,,2,,200,2,,120,4,,,3,,200,3,,300,1,,25,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,0,,,1,0,0,0,1,4,,,,,,,,,1,2500,2,,500,2,,60,4,,,3,,500,2,,100,2,,150,2,,230,2,,70,2,,50,4,,,4,,,3,,400,2,,50,2,,138,2,,65,4,,,4,,,2,,1200,2,,80,4,,,4,,,4,,,4,,,2,,160,2,RETIREMENT LOAN,780,,,,,,,,,,,,
102,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,1,1,thinking of moving,2,0,0,0,3,3,97,,,,,,,,,,98,3,,4,,,4,,,2,,100,2,,50,2,,75,2,,300,2,,175,2,,50,4,,,98,4,,4,,,2,,475,4,,,,,,,,,4,,,4,,,2,,100,98,98,,4,,,2,,50,2,,100,4,,,3,MEDICAL EXPENSES DUE TO HUSBANDS ILLNESS,6000,,,,,,,,,,,,
103,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,1,3,,,,,,,,,,,2,,200,2,,50,4,,,4,,,2,,25,2,,25,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,4,,,4,,,2,,8,4,,,1,,40,2,,20,4,,,4,,,,,,,,,,,,,,,,,
104,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,1,1,1,2,,,,,,,,,,,2,,300,2,,100,4,,,4,,,2,,150,2,,75,2,,200,2,,90,4,,,4,,,4,,,2,,40,2,,60,4,,,,,,,,,3,,4000,4,,,2,,30,4,,,4,,,2,,150,4,,,3,,200,,,,,,,,,,,,,,,
105,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,2,,,,,,,,,,,2,,240,2,,20,4,,,3,,100,4,,,3,,30,4,,,2,,20,4,,,4,,,4,,,4,,,3,,50,4,,,,,,,,,4,,,4,,,3,,200,4,,,4,,,3,,10,4,,,4,,,2,CREDIT CARD,400,,,,,,,,,,,,
106,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,0,0,0,3,3,,9,live coop,,,,,,,,1,,75,1,,120,1,,60,3,,300,4,,,2,,30,4,,,2,,90,2,,100,4,,,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,2,,30,4,,,4,,,1,,30,4,,,4,,,,,,,,,,,,,,,,,
107,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,2600,,,,,,1,,400,1,,50,3,,200,3,,7000,1,,75,1,,20,2,,175,2,,175,2,,50,2,,300,3,,5000,3,,1500,1,,100,4,,,2,,50,3,,35000,4,,,4,,,2,,200,3,,8000,4,,,2,,300,3,,200,1,,75,1,PET CARE,25,2,GIFTS,100,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,1,,,1,2500,,,,,,2,,1000,2,,150,2,,100,2,,500,2,,50,2,,200,2,,500,2,,400,2,,220,3,,1200,3,,2000,3,,2000,2,,200,4,,,,,,,,,3,,80000,4,,,4,,,3,,700,4,,,3,,200,4,,,2,,300,2,PET,100,,,,,,,,,,,,
112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,,,1,0,0,0,1,4,,,,,,,,,1,1500,2,,150,4,,,4,,,4,,,2,,50,2,,50,2,,250,2,,150,2,,79,4,,,4,,,4,,,2,,25,4,,,2,,50,4,,,4,,,4,,,4,,,4,,,4,,,2,,25,2,,50,2,,150,,,,,,,,,,,,,,,
113,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,0,1,2,,,,,,,,,1,1400,2,,300,4,,,2,,100,3,,2000,2,,80,2,,100,2,,200,2,,300,2,,250,4,,,3,,1000,4,,,2,,150,4,,,4,,,4,,,4,,,4,,,4,,,3,,1500,4,,,2,,108,4,,,1,,70,2,PET CARE,80,,,,,,,,,,,,
114,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,,,97,2,,97,1,,97,1,,97,5,,97,1,,97,3,,4,,,97,2,,97,3,,4,,,97,2,,4,,,97,1,,97,2,,,,,,,,4,,,4,,,97,1,,97,3,,4,,,97,1,,97,1,,97,3,,,,,,,,,,,,,,,,
115,3,0,0,0,1,0,1,0,,,0,0,0,0,1,0,1,1,0,1,0,1,1,1,"I was told I need knee replacement surgery which is scheduled for June 10, 2014",2,0,1,1,1,4,,,,,,,,,,,2,,350,2,,35,2,,15,2,,50,2,,25,2,,30,4,,,2,,60,2,,150,4,,,3,,150,3,,275,2,,35,4,,,,,,,,,3,,800,4,,,2,,25,3,,500,1,,15,1,,20,2,,100,4,,,1,INDIVIDUAL WHO CLEAN FOR ME,25,,,,,,,,,,,,
116,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,1,1,4,,,,,,,,,,,1,,200,2,,100,4,,,2,,200,2,,120,2,,60,2,,200,2,,100,2,,160,4,,,3,,1000,4,,,1,,60,4,,,4,,,1,,40,4,,,4,,,2,,50,4,,,4,,,1,,30,4,,,4,,,3,PET,600,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,3,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,1,3,,,,,,,,,,,2,,189,1,,50,1,,20,2,,200,2,,100,1,,50,4,,,2,,30,4,,,4,,,4,,,4,,,1,,75,4,,,,,,,,,4,,,4,,,2,,200,4,,,2,,125,4,,,4,,,4,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,1,3500,1,,100,1,,200,4,,,3,,700,1,,20,3,,1000,2,,50,2,,40,2,,110,4,,,3,,300,4,,,1,,10,2,,30,,,,,,,4,,,4,,,3,,2500,3,,2000,4,,,3,,200,1,,40,4,,,,,,,,,,,,,,,,,
122,1,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,2,0,1,1,2,3,,1,,,,3,1,1245,,,1,,130,4,,,4,,,3,,1200,1,,25,2,,15,2,,130,2,,50,2,,100,4,,,3,,500,3,,800,2,,10,4,,,,,,,,,4,,,4,,,4,,,3,,2000,4,,,2,,250,3,,140,4,,,,,,,,,,,,,,,,,
123,3,98,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1,1,stepmother passed away and left him an inheritance that he will soon be receiving- so increase in income,3,0,0,0,3,3,1,,,1,1500,,,,,,2,,400,2,,300,2,,25,2,,80,2,,30,2,,40,4,,,2,,80,4,,,4,,,3,,200,2,,100,2,,30,4,,,,,,,,,4,,,4,,,2,,100,3,,2000,4,,,2,,15,4,,,2,,100,2,CAT,70,,,,,,,,,,,,
124,1,0,0,0,1,0,0,0,,,0,1,0,1,0,0,1,0,0,0,0,,0,,,1,0,1,1,1,3,,,,,,,,,,,1,,200,1,,30,4,,,2,,150,2,,80,1,,45,2,,160,2,,122,4,,,4,,,2,,65,4,,,1,,30,4,,,,,,,,,4,,,4,,,2,,45,4,,,4,,,1,,90,4,,,4,,,2,CHURCH,25,,,,2,CANCER FUNDATION,25,2,CHILDREN FUNDATION,25,,,
125,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,1,1500,1,,150,2,,400,2,,100,2,,200,3,,200,2,,150,2,,100,4,,,2,,60,4,,,3,,300,2,,13,3,,100,4,,,,,,,,,4,,,4,,,3,,780,3,,2000,4,,,3,,1344,3,,400,4,,,,,,,,,,,,,,,,,
126,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,,0,,,2,0,1,0,1,3,,,,,,,,,,,2,,300,2,,40,4,,,4,,,2,,20,2,,50,4,,,2,,100,4,,,4,,,3,,25,3,,300,2,,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,9,2,,20,4,,,4,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,1,1,major health problems,3,0,0,0,3,3,1,,,1,6000,,,,,,1,,200,1,,150,2,,60,3,,300,1,,10,2,,5,2,,20,2,,75,2,,160,4,,,4,,,4,,,1,,65,4,,,,,,,,,4,,,4,,,2,,80,98,9,,4,,,2,,15,2,,25,4,,,,,,,,,,,,,,,,,
130,3,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,1,1,"emotionally affected by his son and grandson getting into ""trouble"" ",3,0,1,0,2,4,,1,,,,2,,,,,2,,350,2,,100,4,,,3,,2050,2,,100,2,,50,4,,,2,,225,2,,101,4,,,2,,300,4,,,2,,50,4,,,4,,,4,,,4,,,2,,150,2,,100,3,,2000,4,,,1,,40,4,,,4,,,,,,,,,,,,,,,,,
131,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,97,,,97,0,0,0,97,97,,,,,,,,,,,2,,300,4,,,4,,,97,97,,97,97,,97,97,,2,,150,2,,50,2,,150,97,97,,97,97,,97,97,,97,97,,97,97,,,,,,,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,2,,100,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,Mother passed,3,0,0,0,3,3,,,,,,,,,1,1250,2,,400,2,,200,4,,,3,,500,4,,,2,,20,2,,110,2,,160,2,,120,4,,,4,,,4,,,2,,20,4,,,4,,,1,,160,97,98,,4,,,4,,,3,,5000,1,,10,4,,,4,,,1,,140,,,,,,,,,,,,,,,
135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Insurance complications. Was cut off and is unable to get proper medication ,2,0,0,1,2,5,1,,,1,1500,,,,,,1,,700,4,,,4,,,1,,300,1,,150,1,,50,2,,400,2,,226,4,,,2,,250,2,,100,2,,100,2,,100,4,,,4,,,2,,300,2,,400,4,,,4,,,4,,,4,,,1,,100,1,,40,4,,,1,LOTTERY,50,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,1,97,,97,,,,,,,,,2,,400,2,,100,4,,,3,,1000,2,,50,3,,125,2,,85,2,,30,4,,,4,,,2,,50,4,,,2,,150,4,,,2,,250,2,,700,4,,,4,,,2,,20,3,,1000,4,,,4,,,4,,,1,,50,,,,,,,,,,,,,,,
138,3,0,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,0,0,0,,0,,,3,0,0,0,2,4,,,,,,,,,,,1,,20,1,,20,4,,,4,,,2,,5,2,,10,4,,,2,,60,4,,,4,,,4,,,4,,,2,,7,4,,,,,,,,,2,,20,4,,,4,,,4,,,4,,,2,,20,4,,,4,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,1,,0,,,2,0,1,0,1,4,,,,,,,,,1,1300,2,,300,2,,100,3,,100,3,,400,3,,100,2,,100,2,,100,2,,150,2,,35,4,,,3,,800,3,,300,2,,50,4,,,,,,,,,3,,500,4,,,4,,,4,,,4,,,2,,250,3,,100,4,,,,,,,,,,,,,,,,,
141,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0,,,3,0,0,0,1,5,,,,,,,,,,,2,,200,2,,50,4,,,2,,100,2,,40,2,,75,4,,,2,,70,2,,50,4,,,2,,30,3,,200,2,,20,2,,100,,,,,,,4,,,4,,,2,,67,4,,,2,,150,2,,114,4,,,4,,,,,,,,,,,,,,,,,
142,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,3,4,,,,,,,,,1,1500,97,97,,4,,,4,,,3,,500,3,,200,3,,100,2,,100,2,,30,2,,150,4,,,3,,200,4,,,3,,150,4,,,,,,,,,4,,,4,,,3,,50,3,,1500,4,,,2,,30,4,,,4,,,,,,,,,,,,,,,,,
143,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,0,,,3,0,0,0,2,3,,,,,,,,,,,97,2,,97,3,,97,2,,97,2,,97,3,,97,3,,97,3,,97,4,,97,3,,97,4,,97,5,,97,4,,97,4,,4,,,4,,,4,,,4,,,4,,,97,4,,97,6,,4,,,97,4,,97,1,,97,1,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,3,1,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,,,2,,500,2,,200,4,,,2,,150,1,,25,2,,100,2,,150,4,,,2,,130,4,,,4,,,4,,,2,,100,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,20,4,,,4,,,,,,,,,,,,,,,,,
146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,1,3800,2,,1000,2,,100,2,,50,2,,300,2,,50,2,,100,98,3,,2,,40,2,,160,4,,,3,,3000,3,,5000,2,,50,4,,,4,,,3,,8000,4,,,4,,,3,,10000,3,,10000,4,,,3,,2400,2,,50,4,,,2,PETCARE,10,2,GIFTS,50,,,,,,,,,
147,3,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,1,0,0,,0,,,1,0,0,0,1,5,,,,,,,,,1,2500,2,,300,2,,50,4,,,4,,,4,,,2,,100,2,,80,2,,50,2,,100,4,,,2,,600,4,,,2,,100,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,20,2,,40,4,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,1,0,1,3,,,,,,,,,1,2000,2,,500,2,,150,4,,,3,,1500,2,,50,2,,50,2,,60,2,,150,2,,150,4,,,3,,500,4,,,2,,30,4,,,,,,,,,2,,100,4,,,2,,100,3,,200,4,,,2,,160,2,,50,4,,,2,PET CARE,20,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,,,,,,,,,,2,,200,2,,50,4,,,2,,50,4,,,2,,50,2,,54,2,,88,2,,187,4,,,4,,,4,,,2,,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,200,4,,,4,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
